#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2016-02-29T21:59:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56d4b2251d72	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=Vmag
#Vmag=-1.44 .. 6.0
#-out=Plx
#-out=B-V
#HIPep=HIPep
#Erratum=Erratum
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#HIP|Vmag|Plx|B-V
# |mag|mas|mag
#------|-----|-------|------
 30827| 5.75|   2.09| 0.779
 30836| 5.76|   7.69| 1.118
 30840| 5.74|   3.96|-0.160
 30867| 3.76|   4.72|-0.113
 30883| 4.13|   6.49|-0.115
 30932| 5.20|  10.44| 1.087
 30953| 5.28|  19.33| 0.371
 30972| 5.88|   6.15| 1.448
 30986| 5.92|   0.52| 1.373
 31037| 5.92|   2.89|-0.156
 31039| 5.86|  17.56| 0.934
 31072| 5.82|   4.02| 0.813
 31079| 5.58|  26.87| 0.534
 31084| 5.16|   9.51| 1.262
 31119| 5.22|  15.44| 0.185
 31121| 5.43|   3.75| 1.373
 31125| 4.34|   1.59|-0.245
 31137| 5.69|   4.50|-0.057
 31159| 5.88|   6.30| 0.997
 31165| 5.25|  11.95| 0.982
 31167| 5.60|  23.13| 0.256
 31173| 5.82|  11.86| 0.188
 31190| 5.73|   3.89|-0.180
 31216| 4.47|   2.16| 0.023
 31277| 5.57|  12.75| 1.105
 31278| 5.09|   6.08|-0.132
 31299| 5.42|   8.02| 1.419
 31362| 5.62|   6.70|-0.085
 31407| 4.35|   1.85|-0.021
 31416| 4.54|   7.92|-0.035
 31434| 5.26|   7.30|-0.008
 31446| 5.78|   1.14| 0.004
 31448| 5.93|   2.06| 1.508
 31457| 5.59|   5.62|-0.130
 31564| 5.71|  11.79| 0.848
 31579| 5.40|   1.80| 2.773
 31583| 5.52|   3.91|-0.082
 31592| 3.95|  50.41| 1.037
 31599| 5.95|   4.24| 1.562
 31637| 5.72|   1.97|-0.112
 31665| 5.87|  10.12| 0.006
 31676| 5.94|  18.82| 0.899
 31681| 1.93|  31.12| 0.001
 31685| 3.17|   7.71|-0.103
 31688| 5.25|   8.24| 1.177
 31700| 4.42|   7.03| 1.137
 31737| 5.76|   7.74|-0.001
 31765| 5.05|   7.48| 0.997
 31771| 5.70|  10.30| 1.367
 31789| 5.34|   4.30|-0.075
 31827| 4.82|   2.07| 1.459
 31832| 4.80|   7.54| 1.236
 31870| 5.70|  13.54| 1.134
 31876| 5.99|  11.28| 0.063
 31897| 5.61|   8.07| 0.214
 31940| 5.75|   5.63| 1.488
 31946| 5.88|   4.92| 1.223
 31978| 4.66|   3.19|-0.233
 31992| 5.79|   2.82|-0.094
 32064| 5.21|   8.63| 1.525
 32104| 5.20|  23.41| 0.063
 32173| 5.04|  10.66| 1.479
 32226| 5.88|  -0.14|-0.046
 32246| 3.06|   3.61| 1.377
 32249| 4.49|  11.82| 1.167
 32292| 5.23|   1.25|-0.127
 32311| 5.42|   5.72| 1.445
 32349|-1.44| 379.21| 0.009
 32362| 3.35|  57.02| 0.443
 32366| 5.92|  41.20| 0.491
 32385| 5.62|   2.06|-0.138
 32402| 5.81|   2.37| 1.551
 32411| 5.30|   8.19| 0.075
 32438| 4.86|  14.26| 0.084
 32439| 5.44|  56.02| 0.525
 32463| 5.92|   2.92|-0.173
 32474| 5.66|   6.09|-0.048
 32480| 5.24|  60.56| 0.575
 32489| 5.34|  15.69| 0.964
 32492| 5.28|   5.08|-0.024
 32494| 5.39|   3.60| 1.330
 32531| 5.60|   5.45| 1.549
 32533| 4.77|   6.73| 1.396
 32537| 5.27|   9.85|-0.078
 32558| 5.08|   2.49| 1.795
 32562| 5.22|   7.69| 1.131
 32578| 4.48|   8.74| 1.099
 32607| 3.24|  32.96| 0.225
 32609| 5.54|  21.26|
 32617| 5.75|  24.95| 0.292
 32677| 5.39|   5.37|-0.096
 32698| 5.75|   5.84|-0.098
 32740| 5.72|  10.63| 1.298
 32753| 5.87|   3.52|-0.136
 32759| 3.50|   4.13|-0.116
 32761| 4.41|   5.90| 0.899
 32765| 5.14|  39.66| 0.460
 32768| 2.94|  17.85| 1.207
 32809| 5.77|   2.10| 1.435
 32810| 5.74|   4.54| 0.094
 32814| 5.68|   2.17| 1.329
 32844| 4.99|   8.95| 1.256
 32851| 5.78|  33.45| 0.396
 32855| 4.99|   3.60| 1.379
 32864| 5.14|   3.76|-0.152
 32912| 5.41|   5.84|-0.110
 32921| 5.28|   6.16|-0.020
 32938| 5.94|  18.14| 0.183
 32968| 5.68|   6.36| 1.467
 33018| 3.60|  16.59| 0.102
 33024| 5.75|  15.98| 0.270
 33048| 5.34|   7.40| 0.675
 33077| 5.65|   9.90| 0.279
 33092| 4.82|   2.02|-0.212
 33104| 5.11|   3.26|-0.114
 33152| 3.89|   1.65| 1.740
 33160| 4.08|  12.94| 1.418
 33184| 5.44|   6.73| 0.167
 33202| 4.73|  35.79| 0.321
 33248| 5.80|   5.39| 0.048
 33277| 5.74|  57.89| 0.573
 33302| 4.66|  34.21| 0.374
 33316| 5.29|   1.51|-0.163
 33345| 5.00|   3.59| 1.182
 33347| 4.36|   1.06|-0.063
 33357| 4.94|   3.07| 1.668
 33372| 5.90|   5.81|-0.085
 33377| 5.85|   3.95|-0.079
 33384| 5.45|   9.17| 0.041
 33415| 5.88|   9.76| 1.093
 33421| 5.91|   8.47| 0.878
 33449| 4.35|  19.14| 0.850
 33478| 5.45|  25.94| 0.390
 33485| 4.90|  14.49| 0.027
 33558| 5.07|   4.29|-0.154
 33575| 5.59|   3.13|-0.162
 33579| 1.50|   7.57|-0.211
 33603| 5.96|   3.52| 1.056
 33682| 5.18|  11.26| 1.396
 33694| 4.55|  17.43| 1.365
 33715| 5.73|   0.56| 1.641
 33729| 5.95|   2.97|-0.075
 33779| 5.14|   5.28| 1.652
 33804| 5.64|   3.17|-0.165
 33827| 5.69|   7.14| 1.337
 33856| 3.49|   2.68| 1.729
 33878| 5.22|   4.78| 1.687
 33914| 5.78|   5.06| 1.140
 33927| 5.20|   1.97| 0.953
 33929| 5.96|   2.41| 1.518
 33937| 5.86|   1.70| 1.659
 33971| 4.99|   2.92|-0.195
 33977| 3.02|   1.27|-0.077
 34000| 5.50|   6.77|-0.125
 34002| 5.96|  12.59| 0.126
 34017| 5.93|  52.37| 0.595
 34033| 5.14|   4.39| 1.391
 34045| 4.11|   8.11|-0.112
 34059| 4.92|  16.98| 0.140
 34065| 5.56|  61.54| 0.624
 34081| 5.20|  10.34| 0.198
 34086| 5.63|   2.50| 1.290
 34088| 4.01|   2.79| 0.899
 34105| 5.14|  11.55|-0.032
 34182| 6.00|   6.82|-0.027
 34215| 5.78|   5.80| 1.513
 34267| 5.55|  10.68| 0.909
 34301| 5.41|   1.15| 0.033
 34339| 5.80|   3.87|-0.158
 34349| 5.96|   5.78| 0.996
 34358| 5.94|   4.79| 1.507
 34360| 5.75|   1.10|-0.117
 34387| 5.74|   5.74| 1.176
 34440| 5.47|  10.68| 1.020
 34444| 1.83|   1.82| 0.671
 34473| 5.68|  22.16| 0.436
 34481| 3.78|  23.02| 1.006
 34495| 4.83|   4.34|-0.179
 34561| 6.00|  -0.09| 0.040
 34579| 5.69|   1.78|-0.158
 34622| 4.91|  15.45| 1.020
 34624| 5.46|   5.07| 0.998
 34670| 5.12|  10.43| 1.251
 34693| 4.41|  10.81| 1.261
 34722| 5.75|   8.36| 0.130
 34724| 5.44|  12.49| 0.310
 34752| 4.91|   7.02| 1.451
 34758| 5.84|   6.67|-0.038
 34769| 4.15|   8.70|-0.005
 34798| 5.91|   4.54|-0.170
 34802| 5.30|   7.51| 0.072
 34817| 5.94|   3.61|-0.145
 34819| 5.85|   9.34| 0.397
 34834| 4.49|  47.22| 0.324
 34888| 5.77|   4.93| 1.508
 34899| 4.87|  17.97|-0.003
 34909| 5.07|   4.66| 1.653
 34912| 5.46|   4.22| 1.640
 34914| 5.99|   4.18| 1.481
 34922| 4.42|  16.46| 1.331
 34975| 5.80|   5.32| 1.585
 34981| 4.42|   2.07|-0.170
 34982| 5.90|   1.39| 1.528
 34987| 5.36|   4.35| 1.193
 35005| 5.71|   9.85| 1.007
 35020| 4.75|   9.20|-0.091
 35025| 5.84|   9.68| 1.554
 35029| 5.72|   7.67|-0.109
 35037| 4.01|   3.53|-0.150
 35044| 5.58|  11.96| 1.220
 35054| 5.95|   5.91|-0.146
 35083| 5.36|   5.05|-0.155
 35084| 5.96|   8.39| 1.099
 35120| 5.78|   5.40| 1.537
 35127| 5.95|   8.12| 1.173
 35136| 5.54|  59.31| 0.576
 35146| 5.20|  16.88| 1.081
 35152| 5.75|   3.02| 1.605
 35180| 5.46|  11.79| 0.079
 35181| 5.64|   4.71| 1.441
 35202| 5.81|   4.80|-0.133
 35205| 4.66|   7.20| 1.589
 35210| 4.83|   0.52| 1.601
 35226| 5.03|   3.40|-0.161
 35228| 3.97|   4.94| 0.760
 35264| 2.71|   2.98| 1.616
 35304| 5.93|   5.35| 1.259
 35341| 5.87|  12.18| 0.181
 35347| 5.86|   5.25|-0.117
 35350| 3.58|  34.59| 0.106
 35363| 4.65|   3.85|-0.099
 35384| 5.00|  10.97| 0.087
 35393| 5.24|   6.95| 0.026
 35406| 5.11|   3.90|-0.170
 35412| 4.88|   1.09|-0.160
 35415| 4.37|   1.02|-0.132
 35427| 5.29|   2.41| 0.956
 35476| 5.90|   6.27| 1.069
 35487| 5.70|  22.71| 0.346
 35509| 5.91|  16.86| 0.537
 35550| 3.50|  55.45| 0.374
 35564| 5.50|  28.75| 0.483
 35589| 5.38|   6.61|-0.069
 35611| 6.00|   1.81|-0.172
 35615| 5.59|   5.86| 0.971
 35626| 5.87|   4.51| 1.604
 35643| 5.74|  28.99| 0.342
 35699| 5.09|   7.61| 1.528
 35710| 5.12|  13.90| 1.082
 35712| 5.99|   0.61|-0.069
 35727| 4.94|   6.31|-0.039
 35749| 5.83|   3.59| 0.352
 35785| 5.80|   6.96|-0.078
 35795| 5.40|   2.28|-0.161
 35846| 5.04|  21.17| 0.902
 35848| 5.37|   5.94| 1.539
 35855| 5.41|   2.82|-0.169
 35904| 2.45|   1.02|-0.083
 35907| 5.23|   4.48| 1.249
 35941| 5.77|  15.57| 0.368
 35951| 5.18|   3.45|-0.035
 35957| 5.35|   5.91| 1.071
 35984| 5.80|   2.84| 1.610
 35987| 5.37|  10.28| 0.105
 35998| 5.79|  28.72| 0.432
 36024| 5.79|   1.01|-0.103
 36039| 5.54|   6.99| 1.281
 36041| 4.99|   3.30| 0.991
 36046| 3.78|  25.90| 1.024
 36055| 5.98|   1.72| 0.901
 36114| 5.09|   5.80| 1.038
 36143| 5.90|   3.35|-0.153
 36145| 4.61|  13.11|-0.001
 36156| 5.94|   8.04| 0.336
 36168| 5.65|   2.30|-0.134
 36186| 5.60|  11.63| 0.314
 36188| 2.89|  19.16|-0.097
 36236| 5.98|   3.70|-0.088
 36238| 5.20|  29.38| 0.455
 36251| 5.79|   3.23| 0.583
 36258| 5.55|   4.84|-0.048
 36265| 5.22|   9.28| 0.221
 36284| 4.33|   8.20| 1.425
 36345| 5.95|   5.60|-0.156
 36348| 5.70|   7.95|-0.092
 36362| 5.78|   2.85|-0.185
 36363| 5.41|   5.86|-0.148
 36366| 4.16|  54.06| 0.320
 36377| 3.25|  17.74| 1.509
 36388| 5.60|   2.00| 1.493
 36393| 5.07|  20.00| 0.120
 36396| 5.75|   3.52| 1.616
 36399| 5.86|  35.95| 0.487
 36425| 4.55|   5.82| 1.276
 36429| 5.01|   8.51| 1.117
 36431| 4.85|   1.01| 0.243
 36439| 5.35|  50.25| 0.470
 36444| 5.87|   9.87| 1.010
 36496| 5.95|   7.53| 1.585
 36514| 4.65|   1.86| 0.904
 36528| 5.63|   7.20| 1.100
 36547| 4.92|   6.89| 1.633
 36616| 5.45|  10.81| 1.126
 36640| 5.90|  33.40| 0.540
 36641| 5.24|   4.14| 0.230
 36721| 5.84|  10.66| 0.156
 36723| 5.59|  23.44| 0.321
 36732| 5.64|  11.15| 1.121
 36760| 5.27|   8.69| 0.055
 36773| 4.82|   0.97| 1.362
 36778| 5.42|   2.56|-0.078
 36795| 4.44|  38.91| 0.521
 36812| 5.83|   4.82|-0.018
 36817| 5.06|  34.41| 0.468
 36848| 5.78|  10.41| 1.045
 36850| 1.58|  63.27| 0.034
 36896| 5.34|  10.78| 1.010
 36917| 4.65|  14.50|-0.111
 36942| 4.93|   8.28| 1.373
 36962| 4.06|  13.57| 1.540
 36981| 5.66|   1.97|-0.067
 37023| 5.66|   6.29| 1.560
 37031| 5.89|  22.92| 0.602
 37036| 5.69|   1.92|-0.165
 37043| 5.69|   6.56|-0.037
 37046| 5.93|  11.63| 1.123
 37088| 5.14|  16.11| 0.442
 37096| 4.53|   9.10|-0.081
 37140| 5.93|  12.44| 0.221
 37173| 4.69|   5.92|-0.100
 37174| 5.68|   0.65| 0.683
 37204| 5.58|  10.65| 0.921
 37223| 5.78|   3.38|-0.148
 37229| 3.80|   7.18|-0.159
 37265| 4.89|  20.62| 0.413
 37279| 0.40| 285.93| 0.432
 37297| 4.84|   5.68|-0.189
 37300| 5.04|   6.13| 1.616
 37322| 5.73|   5.33|-0.125
 37329| 5.76|   2.92|-0.071
 37345| 5.99|   2.41|-0.040
 37364| 5.92|   4.53| 1.158
 37369| 5.77|   4.00| 1.654
 37379| 4.98|   4.82| 1.543
 37391| 5.05|   6.53| 1.604
 37428| 5.93|   2.14| 1.561
 37441| 5.58|  10.01| 1.011
 37447| 3.94|  22.61| 1.022
 37450| 5.41|   5.28|-0.130
 37478| 5.95|   6.47|-0.032
 37504| 3.93|  24.36| 1.033
 37508| 5.79|   4.15| 1.669
 37521| 5.55|   3.19| 1.642
 37590| 5.64|   9.79| 0.990
 37606| 5.04|  41.43| 0.765
 37609| 4.93|  13.75| 0.104
 37623| 5.60|   5.45|-0.130
 37629| 4.23|  26.68| 1.118
 37648| 4.63|   3.34| 1.632
 37664| 5.12|  15.13| 1.104
 37677| 3.94|  -0.37| 0.160
 37701| 5.31|   4.73|-0.001
 37704| 5.30|   5.48| 1.535
 37710| 5.80|  22.99| 0.320
 37740| 3.57|  22.73| 0.932
 37751| 5.62|   1.75|-0.191
 37752| 5.89|   5.36|-0.115
 37819| 3.62|   2.35| 1.706
 37826| 1.16|  96.74| 0.991
 37853| 5.36|  65.79| 0.589
 37891| 5.03|  13.80| 0.342
 37901| 5.49|  13.68| 1.378
 37908| 4.89|   9.55| 1.425
 37915| 5.87|   5.16|-0.111
 37921| 5.25|  10.44| 0.018
 37946| 5.15|   9.99| 1.588
 37949| 5.93|   9.82| 1.183
 37995| 5.90|   3.30|-0.180
 38010| 5.07|   2.63|-0.112
 38016| 5.14|   5.80| 1.635
 38020| 5.22|   1.95|-0.151
 38048| 5.48|  33.06| 0.478
 38070| 4.40|   1.32|-0.070
 38089| 4.69|  14.36| 1.039
 38146| 5.32|  10.16| 0.751
 38152| 5.57|   3.49| 1.116
 38159| 5.82|   1.70|-0.142
 38160| 5.78|  28.62| 0.428
 38164| 4.10|   1.66|-0.160
 38167| 5.94|   6.82|-0.051
 38170| 3.34|   2.42| 1.218
 38200| 5.61|   4.72| 1.617
 38210| 5.78|   7.12|-0.040
 38211| 5.17|  12.87| 1.282
 38253| 5.60|   2.32| 1.446
 38267| 5.89|  12.59| 1.088
 38373| 5.12|   7.76|-0.116
 38375| 5.62|  11.90| 0.956
 38382| 5.16|  59.98| 0.600
 38414| 3.71|   9.46| 1.012
 38423| 5.01|  55.48| 0.470
 38427| 5.69|   2.75| 0.368
 38438| 5.70|   2.23|-0.151
 38455| 4.49|   5.09|-0.188
 38474| 5.76|  24.45| 0.412
 38497| 5.44|   4.31| 1.161
 38500| 4.63|   4.53|-0.228
 38518| 4.22|   1.68|-0.130
 38538| 4.97|  12.82| 0.098
 38593| 5.48|   4.07|-0.175
 38639| 5.47|   6.42| 1.462
 38656| 5.62|   9.50| 1.298
 38712| 5.86|  26.21| 0.369
 38722| 5.38|   9.61|-0.035
 38783| 5.74|   2.62| 1.554
 38827| 3.46|   8.43|-0.177
 38835| 4.20|   6.49| 0.718
 38846| 5.36|   2.91|-0.166
 38848| 5.80|   7.06| 1.285
 38872| 5.08|   2.54|-0.166
 38901| 4.76|   2.26| 0.151
 38908| 5.59|  61.76| 0.573
 38917| 5.14|  10.87| 1.263
 38957| 4.47|   2.80|-0.180
 38962| 5.30|  12.33| 0.933
 38994| 5.77|   3.17|-0.082
 39014| 5.98|   3.03|-0.143
 39023| 5.09|   4.15| 1.111
 39061| 5.22|  17.28| 0.400
 39070| 5.19|   3.12| 1.758
 39079| 4.93|  13.06| 1.205
 39095| 4.61|  13.69| 0.087
 39117| 5.37|   4.66| 1.424
 39138| 4.81|   6.02|-0.173
 39177| 5.60|   4.52| 1.317
 39184| 5.87|   4.66|-0.134
 39191| 5.87|   2.90| 1.021
 39211| 4.69|   6.90| 1.475
 39213| 5.65|   9.42| 0.013
 39221| 5.78|  22.94| 0.421
 39236| 5.99|   6.91|-0.024
 39251| 5.90|   5.48| 0.147
 39311| 4.39|  12.49| 1.252
 39360| 5.52|   6.71|-0.152
 39380| 5.83|   6.29| 1.225
 39424| 4.94|  12.66| 1.130
 39429| 2.21|   2.33|-0.269
 39487| 5.25|   1.39| 1.882
 39527| 5.96|   2.40| 1.213
 39538| 5.39|   9.88|-0.040
 39566| 5.52|   8.29| 1.347
 39567| 5.14|  15.49| 0.018
 39659| 5.96|   5.21| 1.652
 39690| 5.04|   2.63| 1.488
 39734| 5.33|   2.67| 0.100
 39757| 2.83|  51.99| 0.458
 39780| 5.30|  42.86| 0.642
 39794| 4.35|   5.08|-0.113
 39847| 4.78|  14.96| 0.048
 39863| 4.36|   1.76| 0.970
 39903| 4.74|  46.75| 0.437
 39906| 4.40|   6.90|-0.160
 39919| 5.66|   3.75|-0.101
 39943| 5.66|   3.54|-0.153
 39953| 1.75|   3.88|-0.145
 39957| 5.66|   8.58| 0.204
 39961| 5.20|   2.87|-0.173
 39970| 5.23|   3.54|-0.199
 39995| 5.91|   5.82| 1.365
 40023| 5.73|  23.82| 0.825
 40035| 5.53|  44.47| 0.488
 40077| 5.83|   4.48|-0.146
 40084| 4.72|  17.64| 0.939
 40091| 4.44|   1.74| 1.590
 40096| 4.73|   0.70| 0.164
 40107| 5.36|  10.32| 0.892
 40155| 5.77|   2.23| 0.626
 40167| 4.67|  39.11| 0.531
 40183| 6.00|   4.62|-0.113
 40215| 5.34|   3.07| 1.037
 40240| 5.62|   3.74|-0.073
 40259| 4.99|   2.65| 1.066
 40274| 4.78|   3.33|-0.110
 40282| 5.52|   4.33| 1.651
 40285| 5.14|   3.36|-0.139
 40305| 5.88|   6.59| 1.016
 40321| 5.09|   2.77|-0.184
 40326| 4.42|  10.50| 1.170
 40344| 5.77|  14.38| 1.024
 40357| 5.86|   3.61|-0.176
 40429| 5.16|  13.47| 0.086
 40526| 3.53|  11.23| 1.481
 40646| 5.63|  10.73| 0.182
 40678| 5.59|   7.90| 1.246
 40680| 5.06|  11.01| 1.129
 40693| 5.95|  79.48| 0.754
 40702| 4.05|  51.40| 0.413
 40706| 4.44|  35.06| 0.222
 40772| 5.73|   6.93| 0.891
 40793| 5.55|  11.18| 0.902
 40817| 5.33|   8.35|-0.063
 40834| 5.63|   8.25|-0.099
 40843| 5.13|  55.17| 0.487
 40866| 5.80|   6.39| 1.137
 40875| 5.89|  31.57| 0.421
 40881| 5.92|   7.78|-0.039
 40888| 4.34|  21.22| 1.161
 40889| 6.00|   3.44| 1.537
 40932| 5.96|   1.37|-0.092
 40943| 5.18|   2.00|-0.187
 40944| 5.58|   7.25| 0.771
 40945| 4.83|   3.89| 1.419
 40990| 5.71|  11.40| 1.050
 41003| 5.28|   9.16| 0.014
 41037| 1.86|   5.16| 1.196
 41039| 4.79|   2.16|-0.146
 41074| 5.88|  -0.06| 0.379
 41075| 4.25|   8.39| 1.550
 41080| 5.92|   3.92| 1.635
 41081| 5.89|  13.68| 0.018
 41117| 5.94|   8.26| 0.175
 41152| 5.52|  19.46| 0.125
 41191| 5.67|  12.93| 1.018
 41211| 5.61|  36.75| 0.478
 41242| 5.67|   5.17| 0.066
 41250| 5.97|   1.05|-0.159
 41260| 5.32|   6.44| 1.476
 41296| 5.18|   4.84|-0.164
 41299| 5.74|   5.42| 1.528
 41307| 3.91|  26.09|-0.012
 41312| 3.77|  30.21| 1.132
 41321| 5.95|   9.11| 0.971
 41323| 5.45|   4.01|-0.142
 41325| 5.13|   9.08| 0.934
 41328| 5.96|   9.79| 0.167
 41375| 5.60|  18.83| 0.218
 41377| 5.58|   8.19| 1.421
 41395| 5.52|  12.17| 1.167
 41400| 5.56|   3.10| 1.608
 41451| 5.51|  11.43|-0.024
 41483| 5.08|  16.01| 0.256
 41515| 5.75|   3.26|-0.151
 41578| 5.94|  10.60| 0.201
 41616| 5.33|   1.99|-0.140
 41621| 5.82|   2.04|-0.160
 41639| 5.03|   0.47|-0.168
 41674| 5.98|   5.18|-0.127
 41676| 5.89|  10.12| 0.972
 41704| 3.35|  17.76| 0.856
 41723| 5.61|   2.73| 1.509
 41816| 5.71|  13.75| 0.327
 41817| 5.42|   8.56|-0.061
 41822| 5.33|   6.60| 1.567
 41861| 5.68|   3.57| 0.582
 41909| 5.33|  10.46| 1.252
 41935| 5.88|  15.53| 1.106
 42001| 5.92|   3.95|-0.114
 42008| 5.89|   0.60| 1.066
 42028| 5.80|  10.00| 0.007
 42080| 5.47|  20.63| 0.207
 42088| 5.01|   3.72| 1.304
 42090| 5.76|  10.17| 0.051
 42129| 5.27|   3.39|-0.133
 42134| 4.84|  14.21| 0.981
 42146| 5.72|  12.15|-0.004
 42147| 5.95|   3.89| 0.393
 42172| 5.91|  37.68| 0.530
 42177| 5.79|   6.99|-0.132
 42265| 5.92|   7.07| 0.083
 42286| 5.45|   9.74| 1.013
 42312| 4.11|   2.27| 0.109
 42313| 4.14|  18.21| 0.003
 42334| 5.24|  13.49|-0.030
 42365| 5.96|   8.88| 1.111
 42372| 5.66|  13.55| 0.964
 42402| 4.45|   9.25| 1.216
 42425| 5.19|  13.64| 0.013
 42430| 5.05|  50.20| 0.720
 42438| 5.63|  70.07| 0.618
 42452| 5.91|   8.21| 1.167
 42459| 5.45|   7.23|-0.132
 42483| 4.86|  13.83| 0.900
 42504| 5.18|   7.61|-0.147
 42509| 4.98|   7.78| 1.415
 42515| 3.97|   8.40| 0.936
 42527| 4.59|  12.92| 1.179
 42535| 5.56|   6.91|-0.125
 42536| 3.60|   6.59|-0.168
 42540| 5.20|  11.63|-0.027
 42564| 5.67|   3.43| 1.664
 42568| 4.31|   2.31|-0.117
 42570| 3.77|   1.05| 0.670
 42604| 5.35|  18.11| 0.993
 42614| 5.90|   2.03|-0.186
 42624| 4.74|   1.72| 0.137
 42637| 5.46|  10.32|-0.101
 42662| 4.87|  15.98| 1.063
 42679| 5.20|   1.21| 0.171
 42712| 5.48|   1.93|-0.172
 42715| 5.49|   6.75|-0.127
 42726| 4.83|   6.80|-0.173
 42795| 5.62|   3.17| 0.435
 42799| 4.30|   6.99|-0.192
 42806| 4.66|  20.58| 0.010
 42828| 3.68|   3.86|-0.180
 42834| 5.15|   2.15|-0.197
 42835| 4.63|   5.40| 0.840
 42884| 4.05|  14.27| 0.874
 42911| 3.94|  23.97| 1.083
 42913| 1.93|  40.90| 0.043
 42917| 5.63|   8.00|-0.069
 42923| 5.74|   2.28|-0.139
 43012| 5.79|   5.83| 1.595
 43023| 3.87|   2.10| 0.015
 43026| 5.70|  11.71| 1.097
 43067| 4.32|  14.38| 0.900
 43082| 5.43|   0.99| 0.238
 43103| 4.03|  10.94| 1.007
 43105| 4.50|   5.97|-0.169
 43109| 3.38|  24.13| 0.685
 43121| 5.89|  16.38| 0.120
 43142| 5.28|   9.61| 0.058
 43148| 5.71|   0.90| 0.554
 43234| 4.35|   9.67|-0.044
 43305| 5.30|   7.45|-0.080
 43325| 5.47|   2.05| 0.066
 43347| 4.94|   3.94| 0.043
 43352| 5.19|  14.26| 0.876
 43370| 5.86|   3.47| 0.948
 43392| 6.00|   1.71|-0.114
 43409| 4.02|  15.63| 1.272
 43413| 5.09|   1.21|-0.205
 43414| 5.34|  19.04| 0.423
 43496| 5.55|   6.68| 0.150
 43499| 5.59|   4.55|-0.102
 43531| 5.15|  11.91| 0.971
 43550| 5.98|   6.80| 1.251
 43553| 5.96|   6.06| 1.233
 43584| 5.67|  16.01| 0.224
 43587| 5.96|  79.80| 0.869
 43589| 5.92|   3.00|-0.148
 43603| 5.79|   3.72| 1.508
 43644| 5.72|  11.45| 0.305
 43669| 5.78|   2.37|-0.088
 43671| 5.31|  12.49| 0.275
 43721| 5.40|   8.93| 1.050
 43783| 3.84|  10.45|-0.104
 43797| 5.70|  41.41| 0.481
 43798| 5.75|   7.67| 1.327
 43813| 3.11|  21.64| 0.978
 43825| 4.87|  14.40| 0.142
 43834| 5.23|   5.68| 1.000
 43851| 5.44|   5.60| 1.462
 43878| 4.68|   8.68|-0.115
 43894| 5.90|  13.81| 0.378
 43899| 5.95|   4.42| 1.544
 43903| 5.57|  10.59| 0.877
 43908| 5.43|  20.73| 0.306
 43923| 5.72|  14.21| 1.125
 43932| 5.44|  16.73| 0.181
 43937| 4.93|   5.25|-0.182
 43970| 5.22|  20.39| 0.149
 44001| 5.68|  20.30| 0.209
 44024| 5.88|   3.04| 1.060
 44066| 4.26|  18.79| 0.141
 44075| 5.80|  46.90| 0.521
 44093| 5.17|  14.77| 0.268
 44127| 3.12|  68.32| 0.223
 44143| 5.17|  38.20| 0.417
 44154| 5.23|  10.19| 0.913
 44191| 4.45|  16.19| 0.646
 44248| 3.96|  60.86| 0.463
 44256| 5.80|   2.59| 1.211
 44283| 5.89|   4.28| 1.634
 44299| 5.56|   6.92|-0.135
 44307| 5.89|   6.40| 0.088
 44337| 5.23|   7.46|-0.120
 44356| 5.64|   5.32| 1.163
 44382| 4.00|  26.24| 0.145
 44390| 4.74|  11.35| 1.542
 44405| 5.45|   7.14|-0.041
 44406| 5.85|   4.91| 1.100
 44471| 3.57|   7.71| 0.007
 44504| 5.74|   9.69| 0.034
 44511| 3.75|  10.55| 1.174
 44599| 4.47|   7.18| 0.607
 44613| 5.48|   9.37| 0.475
 44626| 4.66|   3.02|-0.149
 44659| 4.99|   2.69| 1.189
 44700| 4.56|   4.81| 1.037
 44798| 5.23|   6.74|-0.092
 44816| 2.23|   5.69| 1.665
 44818| 5.42|  12.56| 0.888
 44824| 4.62|   6.69| 1.594
 44857| 5.15|   6.54| 1.514
