#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2016-02-29T22:45:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56d4b2251d72	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=Vmag
#-out=Plx
#Plx=25 .. 772.33
#-out=B-V
#HIPep=HIPep
#Erratum=Erratum
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#HIP|Vmag|Plx|B-V
# |mag|mas|mag
#------|-----|-------|------
 37177|11.26|  32.89| 1.330
 37182|10.16|  29.97| 0.860
 37217|11.68|  92.15| 1.588
 37279| 0.40| 285.93| 0.432
 37284| 9.37|  27.93| 1.006
 37288| 9.66|  67.27| 1.379
 37312|11.85|  28.48| 1.450
 37349| 7.18|  70.44| 0.891
 37488|10.14|  27.28| 1.120
 37494| 9.73|  37.35| 1.190
 37563| 7.17|  30.07| 0.637
 37606| 5.04|  41.43| 0.765
 37622|11.32|  32.36| 1.400
 37629| 4.23|  26.68| 1.118
 37635| 6.69|  33.13| 0.550
 37718| 6.64|  32.45| 0.527
 37727| 7.55|  33.25| 0.700
 37766|11.19| 168.59| 1.600
 37789| 6.74|  29.22| 0.545
 37798|10.19|  40.58| 1.349
 37826| 1.16|  96.74| 0.991
 37853| 5.36|  65.79| 0.589
 37918| 8.19|  27.59| 0.782
 37923| 8.27|  36.55| 0.787
 37978|11.50|  34.35| 1.380
 38018| 7.06|  35.13| 0.712
 38041| 8.10|  30.66| 0.745
 38048| 5.48|  33.06| 0.478
 38052| 7.01|  26.60| 0.587
 38082|11.46|  70.74| 1.510
 38117| 8.86|  38.07| 1.068
 38160| 5.78|  28.62| 0.428
 38179| 7.49|  29.97| 0.675
 38228| 6.90|  45.84| 0.682
 38324|10.07|  28.51| 1.192
 38325| 6.03|  33.32| 0.496
 38382| 5.16|  59.98| 0.600
 38392| 7.71|  31.58| 0.721
 38422| 7.05|  25.43| 0.589
 38423| 5.01|  55.48| 0.470
 38492|10.94|  29.96| 1.510
 38541| 8.27|  35.29| 0.621
 38558| 7.97|  28.10| 0.672
 38594| 9.75|  51.16| 1.385
 38596| 9.53|  30.40| 1.058
 38625| 7.43|  52.01| 0.739
 38647| 7.78|  28.33| 0.659
 38657| 7.76|  50.05| 0.950
 38702|11.16|  25.70| 1.617
 38712| 5.86|  26.21| 0.369
 38753|10.67|  29.46| 0.389
 38784| 6.55|  58.67| 0.719
 38892|11.31|  26.63| 1.129
 38908| 5.59|  61.76| 0.573
 38910| 8.83|  54.62| 1.136
 38931| 8.05|  57.26| 1.065
 38939| 8.42|  54.91| 1.043
 38956|12.02| 122.53| 1.618
 38969| 9.31|  30.20| 1.123
 38980| 7.95|  34.12| 0.739
 38992| 8.12|  33.43| 0.789
 38998| 8.81|  28.52| 0.869
 39064| 7.68|  43.21| 0.833
 39068| 8.34|  29.46| 0.770
 39096| 7.98|  31.64| 0.657
 39127|10.34|  28.77| 1.260
 39157| 6.97|  59.52| 0.716
 39293|11.34|  34.66| 1.478
 39330| 7.52|  27.62| 0.655
 39342| 7.18|  57.88| 0.872
 39392|10.16|  29.27| 1.100
 39402|11.35|  32.07| 1.490
 39494| 9.83|  39.46| 1.270
 39495| 7.82|  32.03| 0.845
 39506| 7.26|  33.88| 0.632
 39515| 8.48|  28.03| 0.850
 39546| 8.36|  26.60| 0.806
 39611|10.38|  27.56| 1.308
 39612|10.16|  36.50| 1.311
 39685|11.48|  31.73| 1.492
 39710| 6.80|  39.08| 0.600
 39757| 2.83|  51.99| 0.458
 39780| 5.30|  42.86| 0.642
 39826| 9.41|  58.42| 1.340
 39896| 9.90|  48.26| 1.400
 39903| 4.74|  46.75| 0.437
 39950|11.84|  46.27| 1.530
 39987|11.74|  60.23| 1.523
 40015| 6.54|  34.16| 0.567
 40035| 5.53|  44.47| 0.488
 40051| 8.78|  29.86| 0.887
 40118| 6.78|  46.05| 0.679
 40131|10.89|  26.20| 1.230
 40133| 7.34|  29.45| 0.667
 40167| 4.67|  39.11| 0.531
 40170|10.20|  40.94| 1.319
 40239| 9.38|  46.21| 1.393
 40283| 6.70|  36.98| 0.618
 40359|10.19|  27.50|
 40375| 8.79|  54.53| 1.186
 40419| 8.27|  29.39| 0.706
 40438| 6.63|  36.93| 0.579
 40452| 7.72|  26.45| 0.731
 40459|10.10|  31.84| 1.251
 40497| 7.49|  31.95| 0.750
 40501|10.08| 109.23| 1.510
 40671| 8.82|  44.34| 1.137
 40693| 5.95|  79.48| 0.754
 40702| 4.05|  51.40| 0.413
 40706| 4.44|  35.06| 0.222
 40724| 9.82|  29.30| 1.132
 40765| 7.43|  29.28| 0.598
 40769|12.01|  26.86|
 40774| 8.35|  42.89| 0.901
 40843| 5.13|  55.17| 0.487
 40848| 8.36|  32.22| 0.853
 40875| 5.89|  31.57| 0.421
 40882| 8.43|  26.98| 0.825
 40910| 9.75|  42.66| 1.279
 40918| 8.03|  27.33| 0.731
 40952| 7.17|  34.77| 0.692
 40977| 9.25|  26.58| 2.080
 41130| 9.52|  37.01| 1.178
 41134| 7.09|  30.89| 0.600
 41184| 7.71|  27.10| 0.652
 41211| 5.61|  36.75| 0.478
 41261| 7.66|  30.14| 0.777
 41282| 6.01|  29.46| 0.402
 41307| 3.91|  26.09|-0.012
 41308| 8.86|  26.64| 0.880
 41312| 3.77|  30.21| 1.132
 41317| 7.81|  25.74| 0.643
 41443| 9.63|  32.71| 1.109
 41484| 6.32|  45.89| 0.624
 41503|11.99|  28.26| 1.416
 41529| 8.39|  25.04| 0.771
 41554|10.76|  51.13| 1.568
 41609| 8.49|  29.69| 0.926
 41641| 9.98|  28.06| 1.040
 41662|10.19|  29.32| 1.261
 41689|10.29|  52.33| 1.345
 41795|10.69|  28.73| 1.296
 41802|11.19|  46.02| 1.387
 41820| 7.26|  34.83| 0.730
 41824|11.90|  78.05| 1.850
 41847|10.78|  25.50| 1.210
 41871| 7.58|  27.45| 0.607
 41889|10.41|  30.24| 1.616
 41926| 6.38|  82.15| 0.780
 41975| 6.20|  26.80| 0.402
 42011| 7.22|  32.24| 0.745
 42074| 7.32|  45.95| 0.791
 42108|10.28|  27.31| 1.240
 42123| 6.44|  27.53| 0.578
 42145| 8.74|  35.84| 0.923
 42172| 5.91|  37.68| 0.530
 42173| 7.25|  42.71| 0.710
 42196|11.00|  27.20| 1.392
 42214| 8.08|  27.38| 0.782
 42220| 9.28|  71.96| 1.417
 42231|11.84|  26.34| 1.241
 42267|11.80|  52.66| 1.563
 42281| 8.72|  27.02| 0.910
 42291| 6.53|  36.40| 0.598
 42333| 6.74|  42.32| 0.655
 42371| 9.38|  27.56| 1.034
 42401| 9.67|  29.73| 1.112
 42403| 6.89|  28.52| 0.547
 42418| 7.90|  39.28| 0.897
 42430| 5.05|  50.20| 0.720
 42438| 5.63|  70.07| 0.618
 42488| 7.26|  27.99| 0.610
 42491| 8.41|  26.98| 0.810
 42499| 7.61|  53.98| 0.832
 42507| 9.90|  32.63| 1.361
 42525| 9.95|  44.31| 0.470
 42567| 9.34|  32.29| 1.083
 42601|10.53|  37.51| 1.360
 42634| 7.59|  29.81| 0.760
 42650|11.03|  32.13| 1.390
 42697| 8.11|  44.73| 0.904
 42748| 9.62|  74.95| 1.400
 42762|11.83|  64.56| 1.550
 42783|10.10|  28.86| 1.332
 42808| 6.58|  89.78| 0.917
 42881|10.65|  54.68| 1.432
 42910|10.16|  27.28| 1.225
 42913| 1.93|  40.90| 0.043
 42914| 8.21|  32.14| 0.763
 42916| 7.20|  36.04| 0.743
 42922| 6.56|  27.77| 0.567
 42940| 8.52|  38.47| 0.940
 43177| 6.35|  34.55| 0.578
 43233|10.35|  38.73| 1.296
 43290| 7.83|  27.71| 0.651
 43297| 7.45|  33.50| 0.689
 43304| 7.96|  30.16| 0.746
 43310| 9.94|  28.89| 1.091
 43313|10.80|  30.65| 1.304
 43363| 9.73|  25.10| 1.070
 43410| 6.22|  34.86| 0.549
 43422| 9.08|  31.24| 0.746
 43454| 6.36|  25.02| 0.669
 43510|11.54|  55.46| 1.481
 43534| 9.26|  60.63| 1.319
 43557| 6.57|  41.42| 0.640
 43587| 5.96|  79.80| 0.869
 43625| 6.92|  28.08| 0.498
 43667| 9.27|  38.67| 1.139
 43726| 6.01|  58.50| 0.661
 43745|11.06|  32.87| 1.423
 43756|10.05|  25.81| 1.209
 43771| 8.66|  32.12| 1.022
 43790| 9.99|  49.92| 1.372
 43797| 5.70|  41.41| 0.481
 43852| 7.69|  38.21| 0.771
 43880| 6.85|  25.36| 0.616
 43947| 8.34|  25.82| 0.486
 43948|10.60|  60.99| 1.511
 43969|11.55|  35.02| 1.447
 44072| 9.22|  48.53| 1.116
 44075| 5.80|  46.90| 0.521
 44089| 7.47|  25.04| 0.680
 44097| 7.63|  29.72| 0.693
 44109|10.46|  37.28| 1.586
 44115|11.85|  28.57| 1.447
 44127| 3.12|  68.32| 0.223
 44143| 5.17|  38.20| 0.417
 44162| 6.19|  25.28| 0.461
 44176| 9.68|  25.33| 0.910
 44248| 3.96|  60.86| 0.463
 44252| 8.53|  26.58| 0.776
 44259| 8.78|  31.29| 0.839
 44263|12.37|  40.77| 1.455
 44295| 8.67|  54.57| 1.285
 44341| 8.03|  32.18| 0.810
 44376|11.74|  48.92| 1.427
 44382| 4.00|  26.24| 0.145
 44387| 9.95|  28.60| 1.615
 44458| 7.04|  33.24| 0.609
 44526| 8.77|  35.63| 0.960
 44569| 9.91|  28.39| 1.061
 44687|10.69|  26.48| 1.200
 44713| 7.31|  26.63| 0.664
 44719| 8.42|  25.83| 0.768
 44722| 9.50|  68.86| 1.418
 44785|10.72|  25.79| 1.187
 44791|10.73|  26.22| 1.608
 44811| 7.72|  25.16| 0.575
 44821| 8.92|  32.74| 0.985
 44860| 7.29|  27.27| 0.617
 44892| 5.95|  31.98| 0.654
 44897| 5.95|  52.25| 0.585
 44899|10.31|  44.75| 1.316
 44901| 4.46|  34.12| 0.288
 44907| 8.14|  31.31| 0.800
 44920|10.26|  32.15| 1.240
 44953| 8.62|  25.86| 0.767
 44955| 9.96|  47.24| 1.380
 44965|11.63|  26.50|
 44984| 6.48|  26.54| 0.355
 45038| 4.80|  48.87| 0.489
 45042|10.08|  28.97| 1.250
 45075| 4.67|  26.79| 0.381
 45116|10.94|  39.89| 1.402
 45170| 6.49|  48.83| 0.731
 45187| 7.65|  27.20| 0.794
 45238| 1.67|  29.34| 0.070
 45251|10.68|  27.55| 1.237
 45301| 9.71|  26.69| 1.045
 45333| 5.18|  51.12| 0.605
 45336| 3.89|  25.34|-0.060
 45343| 7.64| 161.59| 1.410
120005| 7.70| 159.48| 1.420
 45383| 7.91|  54.25| 1.035
 45493| 4.80|  27.55| 0.199
 45571| 5.38|  29.83| 0.415
 45593|10.12|  36.74| 1.320
 45617| 7.20|  57.05| 0.992
 45621| 7.78|  30.50| 0.869
 45637| 9.52|  42.59| 1.185
 45688| 3.82|  26.75| 0.066
 45699| 6.61|  25.51| 0.487
 45731|11.42|  30.75| 1.586
 45737| 8.15|  34.06| 0.860
 45749| 8.60|  28.29| 0.821
 45801|10.58|  25.93| 1.203
 45822| 8.73|  25.39| 0.782
 45836| 6.14|  34.48| 0.436
 45839| 9.10|  41.40| 1.163
 45859| 7.82|  33.54| 0.720
 45876| 9.62|  31.54| 0.956
 45908| 9.49|  95.37| 1.472
 45940| 8.10|  27.25| 0.718
 45957| 8.85|  26.82| 0.801
 45963| 7.69|  41.19| 0.987
 45995| 7.21|  27.01| 0.557
 46018| 9.46|  27.90| 1.595
 46076| 7.72|  30.71| 0.680
 46087|11.60|  34.28| 1.484
 46199| 9.09|  38.90| 1.102
 46324| 7.91|  25.07| 0.701
 46343| 9.02|  49.84| 1.203
 46383| 9.86|  31.03| 1.276
 46385|11.86|  33.22|
 46404| 5.38|  32.01| 0.642
 46417| 9.27|  43.54| 1.205
 46422| 8.86|  25.40| 0.880
 46454| 5.40|  29.05| 0.605
 46478| 9.41|  27.61| 1.066
 46488|12.10|  58.17| 1.512
 46493|10.44|  31.95| 1.294
 46509| 4.59|  58.48| 0.411
 46535| 6.98|  25.21| 0.502
 46549| 9.74|  42.47| 1.305
 46580| 7.20|  78.87| 1.002
 46626| 8.31|  51.71| 0.985
 46634| 8.67|  27.46| 0.878
 46651| 3.60|  53.89| 0.371
 46655|11.71| 103.56| 1.588
 46671|11.06|  27.97| 1.290
 46677| 8.51|  30.67| 0.927
 46706|10.06|  94.95| 1.545
 46733| 3.65|  43.20| 0.360
 46769|10.19|  73.88| 1.475
 46816| 7.82|  54.52| 0.933
 46843| 7.05|  56.35| 0.779
 46853| 3.17|  74.15| 0.475
 46933|10.25|  27.39| 1.192
 46977| 4.54|  30.89| 0.781
 47007| 6.54|  36.42| 0.623
 47080| 5.40|  89.45| 0.770
 47085|12.27|  28.16|
 47098| 9.82|  30.94| 1.170
 47103|10.91| 111.41| 1.572
 47110| 8.25|  26.29| 0.758
 47133|11.09|  30.14| 1.581
 47175| 4.34|  30.35| 0.173
 47201| 9.43|  45.51| 1.273
 47225| 6.97|  29.33| 0.584
 47228|12.20|  26.05|
 47261| 9.93|  31.71| 1.210
 47300| 5.28|  26.05| 0.223
 47307|11.90|  32.22| 1.412
 47333|10.50|  27.26| 1.145
 47395|11.77|  41.66|
 47425|10.72| 105.34| 1.521
 47490| 9.91|  25.27| 0.985
 47513|10.38|  88.06| 1.490
 47547| 8.64|  31.02| 0.851
 47592| 4.93|  67.19| 0.534
 47619|11.94|  61.35| 1.525
 47620|10.56|  85.14| 1.463
 47645|10.92|  39.19| 0.746
 47650|11.19|  86.69| 1.488
 47690| 8.13|  56.23| 1.133
 47741|12.08|  70.59| 1.542
 47780|10.22| 101.87| 1.530
 47890|12.05|  34.92| 1.570
 47981|10.64|  62.85| 1.382
 48016|10.97|  31.82| 1.343
 48024|10.91|  32.25| 1.380
 48072| 7.39|  25.81| 0.590
 48113| 5.08|  54.26| 0.619
 48125| 6.63|  25.11| 0.700
 48133| 7.91|  38.14| 0.894
 48139| 9.70|  31.16| 1.552
 48190|10.30|  47.47| 1.453
 48235| 8.54|  29.45| 0.855
 48319| 3.78|  28.35| 0.291
 48331| 7.67|  89.67| 1.156
 48336|10.04|  73.10| 1.446
 48411| 8.86|  47.69| 1.230
 48423| 7.74|  31.03| 0.718
 48447|10.57|  45.21| 1.429
 48477|10.53|  63.81| 1.503
 48502|10.19|  39.02| 1.375
 48509|12.02|  39.75| 1.510
 48594| 9.00|  34.49| 0.953
 48629|11.46|  28.97| 1.581
 48659|12.04|  87.26| 1.635
 48680| 9.36|  26.42| 0.951
 48714| 8.99|  95.40| 1.438
 48718| 8.99|  29.57| 0.943
 48740|10.12|  29.92| 1.581
 48754| 8.53|  27.18| 0.746
 48762| 9.95|  25.48| 0.970
 48833| 5.11|  34.61| 0.481
 48899|10.38|  30.11| 1.322
 48904|11.27|  62.88| 1.555
 48926| 5.23|  30.67| 0.300
 48953| 9.88|  34.20| 1.090
 49000|10.85|  29.55| 1.360
 49018| 7.86|  30.82| 0.868
 49046|11.24|  29.85| 1.372
 49066|11.93|  38.09| 1.420
 49081| 5.37|  67.14| 0.676
 49091|11.43|  62.33| 1.485
 49127| 8.65|  38.24| 1.016
 49130| 7.94|  27.35| 0.730
 49189|10.03|  67.14| 1.359
 49197| 9.09|  36.06| 1.078
 49324|11.36|  25.44| 1.430
 49350| 7.49|  31.44| 0.689
 49359| 9.10|  32.24| 1.014
 49366| 8.15|  43.14| 0.891
 49376|11.99|  41.59| 0.938
 49429| 9.12|  32.70| 1.097
 49526|11.32|  45.04| 1.492
 49544| 9.95|  44.77| 1.347
 49555| 8.82|  33.72| 0.912
 49580| 7.96|  25.50| 0.670
 49593| 4.49|  35.78| 0.190
 49668| 7.26|  26.49| 0.622
 49669| 1.36|  42.09|-0.087
 49674| 8.15|  25.47| 0.687
 49686| 8.79|  28.14| 0.770
 49699| 7.56|  55.37| 0.965
 49728| 7.52|  28.37| 0.649
 49756| 7.55|  26.96| 0.647
 49769| 6.14|  32.55| 0.615
 49806|10.81|  26.46| 1.322
 49809| 5.30|  36.61| 0.368
 49841| 3.61|  28.44| 1.007
 49868| 9.48|  47.06| 1.335
 49889|11.07|  35.62| 1.420
 49908| 6.60| 205.22| 1.326
 49910|11.82|  25.47| 1.391
 49968| 9.55|  34.25| 0.671
 49969|10.64|  81.23| 1.566
 49971|12.47|  34.25|
 49973| 9.93|  58.59| 1.413
 49986| 9.26| 127.99| 1.487
 50075| 6.38|  43.98| 0.592
 50125| 9.53|  43.80| 1.112
 50139| 7.75|  27.67| 0.609
 50156|10.01|  48.95| 1.247
 50180| 8.02|  26.66| 0.768
 50191| 3.85|  31.72| 0.051
 50226|10.52|  35.04| 1.348
 50267|11.48|  26.32| 1.410
 50316| 6.46|  31.25| 0.635
 50319| 5.95|  32.94| 0.655
 50341|10.99|  72.79| 1.506
 50355| 7.57|  28.11| 0.595
 50375|11.03|  30.69| 1.627
 50384| 5.81|  44.01| 0.500
 50473| 7.02|  32.38| 0.594
 50485| 6.48|  28.08| 0.925
 50493| 5.80|  27.91| 0.481
 50505| 6.66|  48.45| 0.653
 50564| 4.78|  47.24| 0.452
 50583| 2.01|  25.96| 1.128
 50606| 6.45|  32.70| 0.580
 50657| 9.41|  31.51| 1.073
 50671| 7.17|  28.89| 0.553
 50696|11.23|  29.63|
 50773|10.63|  32.27| 1.461
 50782| 7.78|  37.30| 0.750
 50786| 5.73|  25.65| 0.531
 50796|10.80|  29.40| 1.190
 50798|11.49|  98.17| 3.500
 50802|10.37|  28.01| 1.183
 50808|10.52|  49.88| 1.440
 50829| 7.26|  35.10| 0.600
 50921| 6.92|  45.26| 0.659
 50944| 9.98|  36.65| 1.220
 50954| 3.99|  61.67| 0.369
 50960|10.49|  33.72| 1.562
 51007|10.15|  80.07| 1.459
 51073|10.92|  29.15| 1.224
 51127| 9.76|  32.50| 0.948
 51138| 9.50|  36.97| 1.230
 51157| 8.23|  34.76| 0.837
 51197| 9.30|  25.78| 0.969
 51228| 7.52|  25.63| 0.585
 51248| 6.42|  42.45| 0.610
 51254| 8.53|  39.75| 0.920
 51257| 7.89|  31.12| 0.810
 51263| 9.66|  28.83| 1.170
 51266| 7.73|  29.86| 0.824
 51271| 8.90|  41.16| 1.045
 51280|11.49|  27.24| 1.413
 51297| 8.86|  29.83| 0.813
 51317| 9.65| 138.29| 1.507
 51386| 6.88|  31.68| 0.562
 51443| 9.64|  33.35| 1.163
 51459| 4.82|  77.82| 0.541
 51468| 8.74|  44.83| 1.150
 51473|11.22|  39.16| 1.446
 51502| 5.25|  46.54| 0.399
 51523| 4.89|  45.72| 0.500
 51525| 8.85|  63.81| 1.330
 51547| 9.63|  57.18| 1.361
 51550| 7.93|  26.81| 0.711
 51568|11.22|  27.90| 1.343
 51571|10.87|  32.13| 1.555
 51658| 4.72|  29.13| 0.222
 51700| 7.50|  27.79| 0.562
 51784| 6.67|  28.36| 0.506
 51814| 5.16|  37.80| 0.349
 51819| 7.29|  47.55| 0.819
 51874| 8.32|  26.10| 0.790
 51884| 8.02|  29.56| 0.855
 51928|11.98|  39.56| 1.464
 51931| 8.71|  31.63| 0.920
 51933| 5.71|  40.67| 0.528
 51966| 7.05|  27.25| 0.625
 51986| 3.84|  37.71| 0.300
 52051| 8.74|  27.26| 1.400
 52186|11.28|  59.46| 1.503
 52190|11.02|  68.38| 1.529
 52296| 9.97|  61.30| 1.464
 52316| 6.25|  29.08| 0.880
 52339|11.61|  28.12| 1.420
 52341|10.19|  61.18| 1.460
 52369| 6.79|  42.73| 0.622
 52409| 7.31|  30.94| 0.694
 52462| 7.72|  46.36| 0.873
 52469| 5.18|  28.05| 0.324
 52470| 8.02|  39.56| 0.749
 52498| 7.28|  27.98| 0.565
 52521| 8.30|  34.60| 0.945
 52535| 6.26|  31.29| 0.510
 52596|11.22|  72.19| 1.503
 52600| 9.16|  70.87| 1.416
 52705| 7.95|  27.36| 0.687
 52708| 9.37|  49.51| 1.165
 52727| 2.69|  28.18| 0.901
 52765|10.12|  29.93| 1.208
 52776| 9.91|  30.57| 1.155
 52787| 8.39|  28.68| 0.831
 53008| 8.31|  34.77| 0.937
 53020|11.64| 177.46| 1.679
 53087| 7.84|  26.78| 0.718
 53114|11.63|  29.30| 1.473
 53150|11.97|  34.94| 1.472
 53175|10.66|  27.17| 1.293
 53186| 7.63|  27.78| 0.557
 53206| 7.13|  25.94| 0.679
 53229| 3.79|  33.40| 1.040
 53236| 9.27|  28.70| 0.996
 53252| 5.23|  31.91| 0.480
 53253| 3.78|  33.71| 0.945
 53327| 9.48|  44.92| 1.097
 53471| 8.45|  26.70| 0.730
 53486| 7.37|  56.98| 0.920
 53541| 8.94|  36.05| 1.019
 53580|10.28|  43.43| 1.352
 53637|10.52|  33.25| 1.367
 53639|10.27|  25.75| 1.115
 53685| 6.81|  26.02| 0.501
 53719| 8.62|  27.14| 0.878
 53721| 5.03|  71.04| 0.624
 53731| 8.85|  27.18| 0.980
 53747| 8.49|  27.63| 0.760
 53776|11.22|  31.91| 1.530
 53767|10.03| 150.96| 1.525
 53818| 6.06|  32.04| 0.527
 53837| 7.59|  30.20| 0.637
 53910| 2.34|  41.07| 0.033
 53947|11.35|  57.46| 1.600
 53953|11.64|  59.31| 1.454
 53954| 4.42|  26.37| 0.053
 53985| 9.57|  85.76| 1.437
 54002| 9.03|  32.73| 0.971
 54028| 8.96|  28.37| 0.940
 54035| 7.49| 392.40| 1.502
 54056|10.55|  27.38| 1.094
 54061| 1.81|  26.38| 1.061
 54100| 9.64|  27.62| 1.016
 54105|10.74|  32.67| 1.401
 54155| 7.64|  40.57| 0.770
 54182| 4.62|  34.54| 0.332
 54199| 8.54|  28.41| 0.874
 54211| 8.82| 206.94| 1.491
 54212|11.10|  30.05| 1.483
 54227|12.37|  54.90| 1.572
 54287| 7.23|  31.22| 0.680
 54288| 9.62|  39.11| 1.270
 54298|11.69| 155.28|
 54348| 9.77|  25.90| 1.007
 54373|10.38|  53.75| 1.430
 54400| 6.51|  38.15| 0.606
 54418| 9.32|  37.21| 1.237
 54426| 8.35|  43.91| 0.942
 54459| 9.75|  38.61| 1.101
 54513|11.22|  39.87| 1.446
 54530| 8.69|  26.76| 0.736
 54532|10.44|  93.56| 1.529
 54536| 8.37|  25.70| 0.714
 54541| 7.69|  32.73| 0.777
 54559|10.99|  25.96| 1.270
 54569|10.48|  25.82| 1.400
 54582| 6.81|  30.58| 0.613
 54614| 7.72|  27.18| 0.767
 54646| 8.31|  83.85| 1.255
 54651| 9.23|  47.85| 1.083
 54658|10.92|  59.01| 1.632
 54677| 9.06|  44.00| 1.203
 54697|10.60|  29.00| 1.593
 54704| 7.05|  46.22| 0.760
 54745| 6.41|  46.04| 0.600
 54803|10.29|  41.49| 1.424
 54806|10.14|  31.18| 1.460
 54810| 8.70|  55.72| 1.179
 54872| 2.56|  56.52| 0.128
 54906| 7.76|  46.95| 0.845
 54922| 9.02|  44.12| 1.108
 54952| 7.68|  68.13| 1.043
 54966| 9.97|  48.47| 1.340
 55013| 7.36|  36.29| 0.626
 55014|10.47|  25.91| 1.187
 55031|12.30|  43.57|
 55042|11.66|  79.71| 1.490
 55044| 6.51|  25.55| 0.437
 55052|10.35|  39.68| 1.226
 55066| 9.98|  56.87| 1.401
 55077|10.52|  31.07| 1.280
 55119| 9.78|  56.96| 1.383
 55132| 9.73|  33.96| 1.161
 55192| 8.27|  27.04| 0.776
 55210| 7.29|  45.48| 0.732
 55251| 9.75|  28.88| 1.220
 55254| 6.60|  31.17| 0.586
 55280| 5.99|  26.72| 0.471
 55360| 9.31| 109.95| 1.412
 55363| 7.54|  29.47| 0.594
 55454| 8.57|  76.00| 1.340
 55459| 7.65|  25.82| 0.642
 55486| 7.93|  31.68| 0.894
 55507| 9.80|  40.36| 1.337
 55605|10.37|  62.03| 1.240
 55625|11.18|  47.10| 1.482
 55633| 8.35|  25.20| 0.723
 55642| 4.00|  41.26| 0.423
 55691| 7.22|  77.58| 1.271
 55705| 4.06|  38.90| 0.216
 55718|10.23|  43.89| 1.360
 55772| 8.34|  32.79| 0.835
 55779| 5.18|  36.46| 0.495
 55846| 6.49|  56.59| 0.778
 55848| 7.58|  55.59| 1.002
 55868| 7.59|  30.76| 0.630
 55875| 7.65|  28.23| 0.748
 55900| 7.40|  28.84| 0.722
 55915|10.65|  32.57| 1.400
 55955|12.40|  38.80| 1.400
 55988|10.21|  38.23| 1.193
 56035| 5.83|  30.40| 0.382
 56092| 9.79|  25.84| 0.890
 56128| 9.88|  29.00| 0.740
 56153| 8.34|  44.97| 1.046
 56157|11.98|  71.64| 1.548
 56177|11.14|  25.09|
 56181| 8.78|  31.00| 0.958
 56199| 9.98|  42.74| 1.315
 56238|10.31|  61.76| 1.439
 56242| 6.27|  43.42| 0.570
 56244|11.55|  95.46| 1.635
 56245| 6.24|  25.30| 0.537
 56257| 7.35|  28.62| 0.617
 56280| 4.93|  37.44| 0.540
 56284|11.45|  43.66| 1.474
 56290| 5.46|  36.34| 0.515
 56299| 9.25|  25.96| 0.949
 56326| 6.68|  27.54| 0.593
 56343| 3.54|  25.23| 0.947
 56363| 7.74|  30.41| 0.828
 56367|11.29|  29.68| 1.585
 56445| 5.76|  37.65| 0.480
 56452| 5.96| 104.84| 0.811
 56466|11.16|  56.35| 1.505
 56489|10.38|  37.32| 1.153
 56528| 9.81| 110.65| 1.489
 56570| 9.34|  29.90| 0.981
 56578| 9.52|  29.30| 1.100
 56630|10.01|  40.99| 1.290
 56662|12.49|  65.28|-0.072
 56685|10.03|  27.67|
 56715|10.81|  25.80| 1.293
 56738| 7.61|  25.40| 0.561
 56802| 5.48|  37.06| 0.520
 56809| 6.29|  42.94| 0.566
 56829| 8.22|  50.61| 0.980
 56832| 7.60|  29.15| 0.710
 56837| 8.45|  26.74| 0.691
 56838|10.00|  31.66| 1.213
 56855|10.55|  27.03| 0.724
 56936|12.20|  44.28| 1.447
 56960| 7.41|  25.67| 0.549
 56998| 7.77|  79.91| 1.064
 56997| 5.31| 104.81| 0.723
 56999| 8.94|  26.09| 0.873
 57021| 6.86|  30.74| 0.590
 57039|10.57|  27.86| 1.087
 57050|11.86|  90.66| 1.503
 57055|11.69|  30.43| 1.391
 57058| 9.59|  32.26| 1.247
 57083| 7.28|  27.13| 0.617
 57087|10.67|  97.73| 1.493
 57092| 6.48|  29.08| 0.528
 57099|11.58|  30.76| 1.492
 57172| 8.21|  32.79| 0.908
 57217| 6.97|  30.88| 0.552
 57271| 7.97|  33.03| 0.805
 57274| 8.97|  38.65| 1.111
 57328| 4.84|  27.29| 0.174
 57346|11.17|  26.89| 1.323
